household_key,numBaskets,weekOf,eggPurchase_week0,eggPurchase_week1,eggPurchase_week2,eggPurchase_week3
131,427,704,0.0,0.0,0.0,0.0
132,258,704,0.0,1.0,1.0,0.0
133,378,704,0.0,0.0,0.0,0.0
134,433,704,0.0,0.0,0.0,0.0
135,86,704,0.0,1.0,0.0,0.0
136,206,704,0.0,0.0,0.0,0.0
137,13,704,0.0,0.0,0.0,0.0
138,379,704,0.0,0.0,0.0,0.0
140,62,704,0.0,0.0,0.0,0.0
141,54,704,0.0,0.0,0.0,0.0
142,166,704,0.0,0.0,0.0,0.0
144,36,704,0.0,0.0,0.0,0.0
145,154,704,0.0,0.0,1.0,0.0
147,147,704,0.0,1.0,0.0,0.0
148,152,704,0.0,0.0,1.0,0.0
149,835,704,0.0,0.0,0.0,0.0
150,1,704,0.0,0.0,0.0,0.0
151,62,704,0.0,0.0,0.0,0.0
153,348,704,0.0,0.0,0.0,0.0
154,45,704,0.0,0.0,0.0,0.0
156,255,704,0.0,1.0,0.0,0.0
158,150,704,0.0,0.0,1.0,0.0
160,203,704,1.0,0.0,1.0,0.0
161,1154,704,0.0,0.0,0.0,1.0
163,8,704,0.0,0.0,0.0,0.0
165,252,704,1.0,0.0,1.0,0.0
168,15,704,0.0,0.0,0.0,0.0
169,6,704,0.0,0.0,0.0,0.0
170,292,704,0.0,0.0,0.0,0.0
171,240,704,0.0,0.0,0.0,0.0
172,72,704,0.0,0.0,0.0,0.0
174,30,704,0.0,0.0,0.0,0.0
175,123,704,0.0,0.0,0.0,0.0
176,47,704,0.0,0.0,0.0,0.0
178,331,704,0.0,1.0,0.0,0.0
179,17,704,0.0,0.0,0.0,0.0
181,116,704,0.0,0.0,0.0,0.0
182,137,704,0.0,0.0,0.0,0.0
184,481,704,0.0,0.0,0.0,1.0
185,218,704,0.0,0.0,0.0,1.0
188,35,704,0.0,0.0,0.0,0.0
189,63,704,0.0,0.0,0.0,0.0
190,30,704,0.0,0.0,0.0,0.0
191,94,704,0.0,0.0,1.0,0.0
192,343,704,0.0,0.0,1.0,0.0
194,167,704,0.0,0.0,0.0,1.0
195,241,704,0.0,0.0,0.0,0.0
196,529,704,0.0,0.0,0.0,0.0
198,637,704,0.0,0.0,0.0,0.0
200,203,704,0.0,0.0,0.0,0.0
201,338,704,0.0,0.0,0.0,0.0
202,68,704,0.0,0.0,0.0,0.0
203,21,704,0.0,0.0,0.0,0.0
204,78,704,0.0,0.0,0.0,0.0
205,491,704,1.0,1.0,0.0,0.0
207,145,704,0.0,0.0,0.0,0.0
208,411,704,0.0,0.0,1.0,0.0
210,517,704,0.0,0.0,0.0,0.0
213,7,704,0.0,0.0,0.0,0.0
214,354,704,0.0,0.0,0.0,1.0
216,235,704,0.0,0.0,0.0,0.0
217,242,704,0.0,1.0,0.0,0.0
218,427,704,0.0,0.0,0.0,0.0
219,1089,704,0.0,1.0,1.0,0.0
220,158,704,0.0,0.0,0.0,0.0
222,523,704,0.0,0.0,0.0,0.0
223,127,704,0.0,0.0,0.0,0.0
225,54,704,0.0,0.0,0.0,0.0
226,60,704,0.0,0.0,0.0,0.0
228,215,704,0.0,0.0,0.0,0.0
229,72,704,0.0,0.0,0.0,0.0
230,608,704,0.0,0.0,0.0,0.0
232,570,704,0.0,0.0,0.0,0.0
233,145,704,0.0,0.0,0.0,0.0
235,549,704,0.0,1.0,0.0,0.0
237,34,704,0.0,0.0,0.0,0.0
238,64,704,0.0,0.0,0.0,0.0
240,66,704,1.0,0.0,0.0,1.0
241,11,704,0.0,0.0,0.0,0.0
242,462,704,0.0,0.0,0.0,0.0
243,670,704,0.0,0.0,0.0,0.0
246,58,704,0.0,0.0,1.0,0.0
247,332,704,0.0,0.0,0.0,0.0
248,848,704,1.0,0.0,1.0,0.0
250,854,704,0.0,0.0,0.0,1.0
251,143,704,0.0,0.0,0.0,0.0
253,1091,704,0.0,1.0,1.0,0.0
254,93,704,0.0,1.0,0.0,0.0
255,52,704,0.0,0.0,0.0,0.0
257,384,704,0.0,0.0,0.0,0.0
258,330,704,0.0,0.0,0.0,0.0
259,141,704,0.0,0.0,0.0,0.0
260,47,704,0.0,0.0,0.0,0.0
266,301,704,0.0,1.0,0.0,0.0
267,16,704,0.0,0.0,0.0,0.0
268,105,704,0.0,0.0,0.0,0.0
269,260,704,1.0,1.0,0.0,1.0
270,108,704,0.0,0.0,0.0,1.0
271,125,704,0.0,0.0,0.0,1.0
273,306,704,1.0,0.0,0.0,0.0
275,627,704,1.0,0.0,1.0,1.0
276,274,704,0.0,0.0,0.0,0.0
277,129,704,0.0,0.0,0.0,0.0
281,127,704,0.0,0.0,0.0,0.0
284,4,704,0.0,0.0,0.0,0.0
285,570,704,0.0,1.0,1.0,0.0
287,416,704,0.0,1.0,0.0,1.0
288,272,704,1.0,0.0,1.0,0.0
289,571,704,0.0,0.0,0.0,1.0
290,863,704,1.0,0.0,0.0,0.0
291,350,704,0.0,0.0,0.0,0.0
292,58,704,0.0,0.0,0.0,0.0
293,244,704,0.0,0.0,1.0,0.0
294,552,704,0.0,0.0,1.0,0.0
296,37,704,0.0,0.0,0.0,0.0
297,594,704,0.0,0.0,0.0,0.0
299,15,704,0.0,0.0,0.0,0.0
302,106,704,0.0,0.0,0.0,0.0
303,768,704,0.0,1.0,0.0,0.0
304,729,704,0.0,0.0,0.0,0.0
306,913,704,1.0,0.0,0.0,1.0
308,296,704,0.0,0.0,0.0,0.0
309,148,704,0.0,0.0,0.0,0.0
310,10,704,0.0,0.0,0.0,0.0
311,119,704,0.0,0.0,0.0,0.0
312,119,704,0.0,0.0,0.0,0.0
314,488,704,0.0,1.0,0.0,0.0
315,9,704,0.0,0.0,0.0,0.0
316,387,704,0.0,0.0,0.0,0.0
317,376,704,0.0,0.0,0.0,0.0
318,60,704,0.0,0.0,0.0,0.0
320,32,704,0.0,0.0,0.0,0.0
321,360,704,0.0,0.0,1.0,0.0
322,173,704,1.0,0.0,1.0,0.0
323,20,704,0.0,0.0,0.0,1.0
324,582,704,0.0,0.0,0.0,1.0
325,331,704,0.0,0.0,1.0,1.0
326,66,704,0.0,0.0,0.0,0.0
327,11,704,0.0,0.0,0.0,0.0
328,1318,704,1.0,0.0,1.0,1.0
329,539,704,0.0,0.0,0.0,0.0
330,222,704,0.0,0.0,1.0,0.0
331,96,704,0.0,0.0,0.0,0.0
332,698,704,0.0,0.0,0.0,0.0
333,38,704,0.0,0.0,0.0,0.0
334,300,704,0.0,1.0,0.0,0.0
335,117,704,0.0,0.0,0.0,0.0
336,405,704,0.0,0.0,0.0,0.0
337,70,704,0.0,0.0,0.0,0.0
338,360,704,0.0,1.0,0.0,1.0
340,53,704,0.0,0.0,0.0,0.0
341,7,704,0.0,0.0,0.0,0.0
343,117,704,1.0,0.0,0.0,0.0
346,564,704,1.0,0.0,0.0,1.0
347,9,704,0.0,0.0,0.0,0.0
349,185,704,1.0,1.0,1.0,0.0
350,162,704,0.0,0.0,0.0,0.0
352,6,704,0.0,0.0,0.0,0.0
353,469,704,0.0,0.0,0.0,0.0
356,198,704,0.0,0.0,0.0,0.0
360,57,704,0.0,0.0,0.0,0.0
361,1177,704,1.0,0.0,0.0,0.0
362,293,704,1.0,0.0,1.0,0.0
363,3,704,0.0,0.0,0.0,0.0
365,293,704,0.0,0.0,0.0,0.0
366,95,704,0.0,0.0,0.0,0.0
367,744,704,0.0,1.0,0.0,0.0
368,61,704,0.0,0.0,0.0,0.0
369,61,704,0.0,0.0,1.0,0.0
370,167,704,0.0,0.0,0.0,0.0
373,17,704,0.0,0.0,0.0,0.0
376,533,704,1.0,1.0,0.0,1.0
377,485,704,1.0,1.0,1.0,0.0
378,302,704,0.0,0.0,0.0,0.0
380,1003,704,0.0,0.0,1.0,0.0
383,457,704,0.0,0.0,0.0,1.0
384,395,704,0.0,0.0,0.0,0.0
385,369,704,0.0,0.0,0.0,0.0
386,711,704,0.0,0.0,0.0,0.0
387,475,704,0.0,0.0,1.0,1.0
388,208,704,1.0,0.0,0.0,0.0
390,147,704,0.0,0.0,0.0,0.0
392,988,704,0.0,1.0,0.0,0.0
393,443,704,1.0,0.0,0.0,0.0
394,119,704,0.0,0.0,0.0,0.0
395,116,704,0.0,0.0,0.0,0.0
396,225,704,0.0,0.0,0.0,0.0
400,1409,704,1.0,1.0,0.0,0.0
402,155,704,0.0,0.0,0.0,0.0
403,45,704,0.0,0.0,0.0,0.0
404,341,704,0.0,0.0,0.0,0.0
405,263,704,0.0,0.0,0.0,0.0
406,162,704,0.0,0.0,0.0,0.0
407,45,704,0.0,0.0,0.0,0.0
409,565,704,0.0,0.0,0.0,0.0
411,387,704,1.0,0.0,0.0,0.0
412,410,704,0.0,0.0,0.0,0.0
414,287,704,1.0,0.0,0.0,0.0
416,18,704,0.0,0.0,0.0,0.0
417,428,704,1.0,0.0,0.0,0.0
418,824,704,0.0,0.0,0.0,0.0
420,13,704,0.0,0.0,0.0,0.0
422,63,704,0.0,0.0,0.0,0.0
424,291,704,0.0,0.0,0.0,0.0
425,589,704,1.0,0.0,0.0,1.0
428,266,704,0.0,1.0,0.0,0.0
429,39,704,0.0,0.0,0.0,0.0
430,553,704,1.0,0.0,0.0,0.0
431,50,704,0.0,0.0,0.0,0.0
432,396,704,0.0,1.0,0.0,0.0
434,476,704,1.0,0.0,1.0,0.0
435,119,704,0.0,0.0,0.0,0.0
439,32,704,0.0,0.0,0.0,0.0
441,267,704,0.0,0.0,0.0,0.0
442,473,704,1.0,0.0,0.0,0.0
443,439,704,0.0,1.0,1.0,1.0
445,70,704,0.0,0.0,0.0,0.0
446,20,704,0.0,0.0,0.0,0.0
448,51,704,0.0,0.0,0.0,0.0
451,239,704,1.0,0.0,0.0,0.0
452,102,704,0.0,1.0,0.0,0.0
453,12,704,0.0,0.0,0.0,0.0
455,103,704,0.0,0.0,0.0,0.0
456,346,704,0.0,0.0,0.0,0.0
457,145,704,0.0,0.0,0.0,0.0
458,182,704,1.0,1.0,0.0,0.0
459,70,704,0.0,0.0,0.0,0.0
460,67,704,0.0,0.0,0.0,0.0
461,80,704,0.0,0.0,0.0,0.0
462,160,704,0.0,0.0,0.0,0.0
463,419,704,0.0,0.0,0.0,0.0
464,436,704,0.0,0.0,0.0,0.0
465,48,704,0.0,0.0,0.0,0.0
466,46,704,0.0,0.0,0.0,0.0
467,238,704,0.0,0.0,0.0,0.0
468,532,704,0.0,1.0,0.0,0.0
470,190,704,1.0,0.0,0.0,0.0
472,274,704,0.0,0.0,0.0,0.0
473,245,704,0.0,0.0,0.0,0.0
475,92,704,0.0,0.0,0.0,0.0
476,89,704,0.0,0.0,0.0,0.0
477,88,704,0.0,0.0,0.0,0.0
478,5,704,0.0,0.0,0.0,0.0
479,158,704,0.0,0.0,0.0,0.0
480,223,704,0.0,0.0,0.0,0.0
481,103,704,0.0,0.0,1.0,0.0
483,308,704,0.0,0.0,0.0,0.0
484,437,704,0.0,0.0,0.0,0.0
485,477,704,0.0,1.0,0.0,0.0
487,19,704,0.0,0.0,0.0,0.0
488,14,704,0.0,0.0,0.0,0.0
489,561,704,0.0,0.0,1.0,1.0
490,352,704,0.0,0.0,0.0,0.0
492,552,704,0.0,0.0,0.0,0.0
493,684,704,1.0,0.0,0.0,1.0
497,73,704,0.0,0.0,0.0,0.0
498,105,704,0.0,0.0,0.0,0.0
499,3,704,0.0,0.0,0.0,0.0
501,77,704,0.0,0.0,0.0,0.0
502,85,704,0.0,0.0,0.0,0.0
503,581,704,1.0,0.0,0.0,0.0
504,105,704,0.0,0.0,0.0,0.0
505,40,704,0.0,0.0,0.0,0.0
506,151,704,0.0,0.0,0.0,0.0
507,87,704,0.0,0.0,0.0,0.0
512,123,704,0.0,0.0,1.0,0.0
513,492,704,0.0,0.0,0.0,0.0
514,286,704,0.0,1.0,0.0,0.0
515,184,704,0.0,0.0,0.0,0.0
516,44,704,0.0,0.0,0.0,0.0
517,363,704,0.0,0.0,0.0,0.0
518,590,704,0.0,1.0,0.0,0.0
519,29,704,0.0,0.0,0.0,0.0
523,792,704,0.0,0.0,0.0,0.0
524,54,704,0.0,0.0,0.0,0.0
525,59,704,0.0,0.0,0.0,0.0
526,498,704,0.0,0.0,0.0,0.0
527,339,704,0.0,0.0,0.0,0.0
529,79,704,0.0,1.0,0.0,0.0
530,69,704,0.0,0.0,0.0,0.0
531,63,704,0.0,0.0,0.0,1.0
533,246,704,0.0,1.0,0.0,0.0
534,306,704,0.0,0.0,0.0,0.0
535,75,704,0.0,0.0,0.0,0.0
536,111,704,0.0,0.0,0.0,0.0
537,31,704,0.0,0.0,0.0,0.0
538,599,704,1.0,1.0,0.0,1.0
539,248,704,1.0,0.0,0.0,1.0
541,138,704,0.0,1.0,0.0,0.0
545,316,704,0.0,0.0,0.0,0.0
546,166,704,0.0,0.0,0.0,0.0
547,109,704,0.0,0.0,0.0,0.0
548,271,704,0.0,0.0,1.0,0.0
551,106,704,0.0,0.0,0.0,0.0
552,358,704,1.0,0.0,0.0,0.0
553,746,704,1.0,1.0,0.0,0.0
557,53,704,0.0,0.0,0.0,0.0
558,238,704,1.0,0.0,0.0,0.0
560,692,704,0.0,0.0,0.0,0.0
563,149,704,0.0,0.0,0.0,0.0
564,107,704,0.0,0.0,0.0,0.0
565,24,704,0.0,0.0,0.0,0.0
569,175,704,0.0,1.0,0.0,0.0
571,83,704,0.0,0.0,0.0,0.0
573,59,704,0.0,0.0,0.0,0.0
574,764,704,1.0,0.0,0.0,0.0
575,1099,704,0.0,0.0,0.0,0.0
576,135,704,0.0,0.0,0.0,0.0
577,337,704,0.0,0.0,0.0,1.0
578,404,704,0.0,1.0,0.0,1.0
580,103,704,0.0,0.0,0.0,0.0
583,309,704,0.0,0.0,0.0,0.0
586,677,704,1.0,0.0,0.0,0.0
587,35,704,0.0,0.0,0.0,0.0
589,14,704,0.0,1.0,0.0,0.0
593,127,704,0.0,0.0,0.0,0.0
594,182,704,0.0,0.0,0.0,0.0
596,248,704,0.0,0.0,0.0,0.0
597,448,704,0.0,0.0,0.0,0.0
599,13,704,0.0,0.0,0.0,0.0
601,357,704,0.0,0.0,0.0,0.0
603,20,704,0.0,0.0,0.0,0.0
604,240,704,0.0,0.0,1.0,0.0
605,477,704,0.0,0.0,0.0,0.0
606,353,704,0.0,1.0,0.0,0.0
607,10,704,0.0,0.0,0.0,0.0
609,233,704,0.0,0.0,0.0,0.0
611,242,704,0.0,0.0,0.0,0.0
612,522,704,0.0,0.0,0.0,0.0
613,95,704,1.0,0.0,0.0,0.0
614,536,704,0.0,1.0,0.0,0.0
617,223,704,0.0,0.0,0.0,0.0
618,452,704,0.0,0.0,0.0,0.0
619,30,704,0.0,0.0,0.0,0.0
622,205,704,0.0,0.0,0.0,0.0
623,59,704,0.0,0.0,0.0,0.0
624,717,704,0.0,0.0,0.0,0.0
625,169,704,0.0,0.0,0.0,0.0
626,61,704,0.0,0.0,0.0,0.0
629,2,704,0.0,0.0,0.0,0.0
631,884,704,0.0,0.0,0.0,1.0
632,348,704,1.0,1.0,0.0,1.0
633,367,704,0.0,0.0,1.0,0.0
635,6,704,0.0,0.0,0.0,0.0
636,1171,704,0.0,0.0,0.0,0.0
637,237,704,0.0,0.0,0.0,1.0
639,131,704,0.0,0.0,0.0,0.0
640,52,704,0.0,0.0,0.0,0.0
643,192,704,0.0,1.0,1.0,0.0
644,365,704,1.0,0.0,0.0,0.0
645,21,704,0.0,0.0,0.0,0.0
646,99,704,0.0,0.0,0.0,0.0
647,569,704,0.0,0.0,0.0,0.0
648,291,704,0.0,1.0,0.0,1.0
651,34,704,0.0,0.0,0.0,0.0
652,250,704,0.0,0.0,0.0,0.0
657,6,704,0.0,0.0,0.0,0.0
658,98,704,0.0,0.0,0.0,0.0
660,441,704,0.0,0.0,0.0,0.0
661,401,704,0.0,0.0,0.0,0.0
662,79,704,0.0,1.0,0.0,0.0
665,14,704,0.0,0.0,0.0,0.0
666,211,704,0.0,0.0,0.0,0.0
667,291,704,0.0,0.0,0.0,0.0
668,137,704,0.0,0.0,1.0,0.0
670,577,704,1.0,0.0,0.0,0.0
672,410,704,0.0,1.0,0.0,1.0
673,102,704,0.0,0.0,0.0,0.0
674,706,704,0.0,0.0,0.0,0.0
675,481,704,1.0,0.0,0.0,1.0
677,67,704,0.0,0.0,0.0,0.0
679,158,704,0.0,0.0,0.0,0.0
681,181,704,0.0,0.0,0.0,0.0
683,5,704,0.0,0.0,0.0,0.0
684,112,704,0.0,0.0,0.0,0.0
685,652,704,1.0,0.0,0.0,0.0
686,12,704,0.0,0.0,0.0,0.0
687,401,704,0.0,0.0,1.0,0.0
690,236,704,0.0,0.0,0.0,0.0
692,389,704,1.0,1.0,1.0,1.0
693,347,704,0.0,0.0,0.0,1.0
694,70,704,0.0,0.0,0.0,0.0
697,183,704,0.0,0.0,0.0,1.0
698,135,704,0.0,0.0,0.0,0.0
700,183,704,1.0,0.0,0.0,0.0
701,344,704,0.0,0.0,0.0,1.0
702,670,704,1.0,1.0,0.0,0.0
703,679,704,0.0,0.0,0.0,0.0
704,3,704,0.0,0.0,0.0,0.0
706,396,704,0.0,0.0,1.0,0.0
707,1226,704,1.0,1.0,1.0,0.0
709,452,704,0.0,0.0,0.0,1.0
710,412,704,1.0,0.0,0.0,0.0
711,39,704,0.0,0.0,0.0,0.0
712,939,704,0.0,1.0,0.0,1.0
713,87,704,0.0,1.0,0.0,0.0
714,524,704,1.0,0.0,1.0,1.0
715,419,704,1.0,1.0,0.0,1.0
716,87,704,0.0,0.0,0.0,0.0
717,52,704,0.0,0.0,0.0,0.0
718,1645,704,1.0,1.0,1.0,0.0
719,279,704,0.0,0.0,0.0,0.0
720,79,704,0.0,0.0,0.0,0.0
721,36,704,0.0,0.0,0.0,0.0
722,673,704,0.0,1.0,0.0,0.0
725,771,704,0.0,0.0,0.0,0.0
726,326,704,0.0,0.0,0.0,1.0
727,473,704,0.0,0.0,0.0,0.0
728,246,704,0.0,0.0,0.0,0.0
729,44,704,0.0,0.0,0.0,0.0
730,88,704,0.0,0.0,0.0,0.0
731,116,704,0.0,1.0,0.0,0.0
732,506,704,0.0,1.0,0.0,0.0
733,353,704,0.0,0.0,0.0,0.0
735,128,704,0.0,0.0,0.0,0.0
736,653,704,1.0,0.0,0.0,1.0
737,125,704,0.0,0.0,0.0,0.0
741,361,704,0.0,1.0,0.0,0.0
742,373,704,0.0,0.0,0.0,0.0
745,725,704,0.0,0.0,1.0,0.0
746,3,704,0.0,0.0,0.0,0.0
747,118,704,0.0,0.0,0.0,0.0
748,345,704,0.0,1.0,0.0,0.0
749,17,704,0.0,0.0,0.0,0.0
750,253,704,0.0,0.0,0.0,0.0
751,107,704,0.0,0.0,0.0,0.0
753,289,704,0.0,0.0,0.0,0.0
757,125,704,0.0,0.0,0.0,0.0
758,13,704,0.0,0.0,0.0,0.0
759,114,704,0.0,0.0,0.0,0.0
760,36,704,0.0,0.0,0.0,0.0
761,940,704,0.0,1.0,0.0,1.0
762,767,704,0.0,0.0,0.0,0.0
763,106,704,0.0,0.0,0.0,0.0
764,449,704,0.0,0.0,1.0,1.0
765,135,704,0.0,0.0,0.0,0.0
766,944,704,0.0,1.0,0.0,1.0
767,146,704,0.0,0.0,0.0,0.0
769,118,704,0.0,0.0,0.0,0.0
770,256,704,0.0,0.0,0.0,0.0
771,1326,704,1.0,1.0,1.0,0.0
775,3,704,0.0,0.0,0.0,0.0
776,153,704,0.0,0.0,0.0,0.0
777,508,704,0.0,0.0,0.0,0.0
778,54,704,0.0,0.0,0.0,0.0
779,471,704,0.0,1.0,1.0,1.0
780,10,704,0.0,0.0,0.0,0.0
781,192,704,0.0,0.0,0.0,0.0
782,39,704,0.0,0.0,0.0,0.0
783,9,704,0.0,0.0,0.0,0.0
784,206,704,0.0,0.0,0.0,0.0
786,706,704,1.0,1.0,1.0,1.0
787,153,704,0.0,0.0,0.0,0.0
790,377,704,0.0,0.0,0.0,0.0
792,10,704,0.0,0.0,0.0,0.0
793,145,704,1.0,0.0,0.0,0.0
795,50,704,0.0,0.0,0.0,0.0
796,37,704,1.0,0.0,0.0,0.0
798,250,704,1.0,0.0,0.0,1.0
800,1288,704,0.0,1.0,1.0,0.0
801,119,704,0.0,0.0,0.0,0.0
802,127,704,0.0,0.0,0.0,0.0
803,291,704,0.0,0.0,0.0,1.0
807,402,704,0.0,0.0,0.0,0.0
810,33,704,0.0,0.0,0.0,0.0
811,144,704,0.0,0.0,0.0,0.0
812,54,704,0.0,0.0,0.0,0.0
813,254,704,0.0,0.0,0.0,0.0
815,84,704,0.0,0.0,0.0,0.0
816,204,704,0.0,0.0,0.0,0.0
818,359,704,0.0,1.0,0.0,0.0
819,8,704,0.0,0.0,0.0,0.0
820,338,704,1.0,0.0,0.0,0.0
821,10,704,0.0,0.0,0.0,0.0
823,188,704,0.0,0.0,0.0,0.0
824,263,704,1.0,0.0,0.0,0.0
825,750,704,0.0,1.0,1.0,1.0
826,33,704,0.0,0.0,0.0,0.0
828,6,704,0.0,0.0,0.0,0.0
829,437,704,0.0,0.0,0.0,0.0
830,78,704,0.0,0.0,0.0,1.0
831,773,704,0.0,0.0,0.0,0.0
832,52,704,0.0,0.0,0.0,0.0
835,16,704,0.0,0.0,0.0,0.0
838,66,704,0.0,0.0,0.0,0.0
839,49,704,0.0,1.0,0.0,0.0
840,774,704,0.0,0.0,0.0,1.0
842,902,704,0.0,0.0,0.0,1.0
845,330,704,0.0,0.0,0.0,0.0
846,227,704,0.0,0.0,0.0,0.0
847,285,704,0.0,0.0,0.0,0.0
851,1,704,0.0,0.0,0.0,0.0
852,181,704,0.0,0.0,0.0,0.0
853,577,704,0.0,0.0,0.0,0.0
854,108,704,0.0,0.0,0.0,0.0
855,432,704,0.0,1.0,0.0,0.0
856,590,704,1.0,0.0,0.0,0.0
858,40,704,0.0,0.0,0.0,0.0
861,100,704,0.0,0.0,0.0,1.0
862,194,704,0.0,0.0,0.0,0.0
864,939,704,0.0,1.0,0.0,0.0
865,230,704,0.0,0.0,0.0,0.0
866,597,704,0.0,1.0,0.0,0.0
869,217,704,0.0,1.0,1.0,0.0
871,669,704,0.0,0.0,0.0,0.0
872,9,704,0.0,0.0,0.0,0.0
873,213,704,0.0,0.0,0.0,0.0
874,1,704,0.0,0.0,0.0,0.0
875,183,704,0.0,0.0,0.0,0.0
876,554,704,1.0,0.0,1.0,1.0
877,263,704,1.0,0.0,0.0,1.0
879,241,704,0.0,0.0,0.0,0.0
880,12,704,0.0,0.0,0.0,0.0
881,508,704,0.0,0.0,1.0,0.0
882,353,704,0.0,0.0,0.0,0.0
883,714,704,0.0,0.0,0.0,0.0
884,32,704,0.0,0.0,0.0,0.0
887,108,704,0.0,0.0,0.0,0.0
888,1047,704,0.0,0.0,0.0,0.0
889,1215,704,1.0,0.0,1.0,0.0
891,896,704,0.0,0.0,0.0,0.0
892,40,704,0.0,0.0,0.0,0.0
893,726,704,1.0,0.0,0.0,0.0
894,162,704,0.0,0.0,0.0,0.0
895,473,704,0.0,0.0,0.0,0.0
896,369,704,0.0,0.0,0.0,0.0
899,11,704,0.0,0.0,0.0,0.0
901,313,704,0.0,0.0,0.0,0.0
902,2,704,0.0,0.0,0.0,0.0
903,159,704,0.0,0.0,0.0,0.0
904,76,704,0.0,0.0,0.0,1.0
906,331,704,0.0,0.0,0.0,1.0
909,470,704,0.0,0.0,0.0,0.0
910,253,704,0.0,0.0,0.0,0.0
912,132,704,0.0,0.0,0.0,0.0
913,139,704,1.0,0.0,0.0,0.0
914,150,704,0.0,0.0,0.0,0.0
916,674,704,1.0,1.0,0.0,1.0
919,211,704,0.0,0.0,0.0,0.0
920,664,704,0.0,0.0,0.0,1.0
921,9,704,0.0,0.0,0.0,0.0
923,211,704,0.0,0.0,0.0,0.0
924,191,704,0.0,0.0,0.0,0.0
925,47,704,0.0,0.0,0.0,0.0
926,348,704,1.0,0.0,0.0,1.0
927,93,704,0.0,0.0,0.0,1.0
928,291,704,0.0,0.0,0.0,0.0
